full_path,filename,extension,size_bytes,category,purpose,referenced_by,dependencies,safe_to_move,is_temporary,secret_present
D:\HiddenYatra\static\robots.txt,robots.txt,.txt,120,L. DOCUMENTATION,Documentation or notes markdown,app.py; FINAL_ENGINEERING_REPORT.md; docs/API.md; scratch/generate_all_structure_audit_reports.py; scratch/test_real_routes.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\sw.js,sw.js,.js,2531,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,app.py; FINAL_ENGINEERING_REPORT.md; PERFORMANCE_REPORT.md; docs/Architecture.md; docs/SYSTEM_AUDIT_REPORT.md,None,REVIEW,NO,NO
D:\HiddenYatra\static\sw.min.js,sw.min.js,.js,1348,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\css\admin.css,admin.css,.css,32733,D. CSS,Client-side styling stylesheet,FIXES.md; PERFORMANCE_REPORT.md; docs/DeveloperGuide.md; scratch/generate_all_structure_audit_reports.py; templates/admin/auth_appearance.html,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\admin.min.css,admin.min.css,.css,24814,D. CSS,Client-side styling stylesheet,AUDIT.md; FIXES.md; templates/admin/login.html,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\animations.css,animations.css,.css,6111,D. CSS,Client-side styling stylesheet,PERFORMANCE_REPORT.md; scratch/generate_all_structure_audit_reports.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\animations.min.css,animations.min.css,.css,4280,D. CSS,Client-side styling stylesheet,static/sw.js; static/sw.min.js; templates/base.html,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\components.css,components.css,.css,54866,D. CSS,Client-side styling stylesheet,PERFORMANCE_REPORT.md; docs/DeveloperGuide.md; scratch/generate_all_structure_audit_reports.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\components.min.css,components.min.css,.css,41339,D. CSS,Client-side styling stylesheet,UIUX_FIX_REPORT.md; static/sw.js; static/sw.min.js; templates/base.html,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\explore-map.css,explore-map.css,.css,34408,D. CSS,Client-side styling stylesheet,PERFORMANCE_REPORT.md; UIUX_FIX_REPORT.md; scratch/generate_all_structure_audit_reports.py; scratch/test_map_regression.py; scratch/verify_ux_integration.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\explore-map.min.css,explore-map.min.css,.css,13862,D. CSS,Client-side styling stylesheet,UIUX_FIX_REPORT.md,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\main.css,main.css,.css,57223,D. CSS,Client-side styling stylesheet,FINAL_PRE_SUBMISSION_AUDIT.md; PERFORMANCE_REPORT.md; UIUX_AUDIT_REPORT.md; UIUX_FIX_REPORT.md; docs/DeveloperGuide.md,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\main.min.css,main.min.css,.css,44822,D. CSS,Client-side styling stylesheet,FINAL_PRE_SUBMISSION_AUDIT.md; UIUX_AUDIT_REPORT.md; UIUX_FIX_REPORT.md; static/sw.js; static/sw.min.js,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\smart-nearby.css,smart-nearby.css,.css,9987,D. CSS,Client-side styling stylesheet,FIXES.md; PERFORMANCE_REPORT.md; scratch/generate_all_structure_audit_reports.py; templates/partials/smart_nearby_discovery.html; tests/test_smart_nearby.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\smart-nearby.min.css,smart-nearby.min.css,.css,7150,D. CSS,Client-side styling stylesheet,No direct code references found,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\map\controls.css,controls.css,.css,6039,D. CSS,Client-side styling stylesheet,templates/explore_map.html; tests/test_hymap_system.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\map\layer-manager.css,layer-manager.css,.css,12784,D. CSS,Client-side styling stylesheet,scratch/test_map_regression.py; templates/explore_map.html; tests/test_hymap_system.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\css\map\mode-dock.css,mode-dock.css,.css,4558,D. CSS,Client-side styling stylesheet,templates/explore_map.html; tests/test_hymap_system.py,None,REVIEW (MEDIUM-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\blocks.geojson,blocks.geojson,.geojson,2511404,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/build_blocks_geojson.py; scratch/generate_all_structure_audit_reports.py; scratch/production_smoke_test.py; scratch/verify_g3_google_layers.py; scratch/verify_phase2d_blocks.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\districts.geojson,districts.geojson,.geojson,26435,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",MAP_FIX_CHANGELOG.md; scratch/audit_phase2c_sources.py; scratch/extract_osm_bihar_forests_waterfalls.py; scratch/extract_phase2c_data.py; scratch/generate_all_structure_audit_reports.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\forests.geojson,forests.geojson,.geojson,90641,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/extract_osm_bihar_forests_waterfalls.py; scratch/extract_phase2c_data.py; scratch/generate_all_structure_audit_reports.py; scratch/production_smoke_test.py; scratch/verify_g3_google_layers.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\homestays.geojson,homestays.geojson,.geojson,8653,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/build_phase2e_geojson.py; scratch/production_smoke_test.py; scratch/verify_g2_google_markers.py; scratch/verify_phase2e_hotels_homestays.py; scratch/verify_production_deployment.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\hotels.geojson,hotels.geojson,.geojson,6551,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/build_phase2e_geojson.py; scratch/production_smoke_test.py; scratch/verify_g2_google_markers.py; scratch/verify_phase2e_hotels_homestays.py; scratch/verify_production_deployment.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\lakes_dams.geojson,lakes_dams.geojson,.geojson,119643,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/extract_osm_bihar_water.py; scratch/generate_all_structure_audit_reports.py; scratch/generate_bihar_water_geojson.py; scratch/production_smoke_test.py; scratch/refine_osm_bihar_water.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\rivers.geojson,rivers.geojson,.geojson,674538,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/extract_osm_bihar_water.py; scratch/generate_all_structure_audit_reports.py; scratch/generate_bihar_water_geojson.py; scratch/production_smoke_test.py; scratch/refine_osm_bihar_water.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\state_boundary.geojson,state_boundary.geojson,.geojson,1071002,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",FINAL_PRE_SUBMISSION_AUDIT.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; static/js/map/map-google-layers.js; static/js/map/map-layers.js,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\bihar\waterfalls.geojson,waterfalls.geojson,.geojson,2168,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/extract_osm_bihar_forests_waterfalls.py; scratch/extract_phase2c_data.py; scratch/verify_g2_google_markers.py; scratch/verify_phase2c_forests_waterfalls.py; static/js/map/map-layers.js,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\manifest.json,manifest.json,.json,11355,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",FINAL_ENGINEERING_REPORT.md; docs/SYSTEM_AUDIT_REPORT.md; scratch/final_route_test.py; scratch/generate_all_structure_audit_reports.py; scratch/production_smoke_test.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\749\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\750\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\753\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\754\438.hyelev,438.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\755\438.hyelev,438.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\757\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\758\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z10\759\439.hyelev,439.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1499\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1499\879.hyelev,879.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1500\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1500\879.hyelev,879.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1507\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1507\879.hyelev,879.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1509\876.hyelev,876.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1509\877.hyelev,877.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1510\876.hyelev,876.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1510\877.hyelev,877.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1515\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1515\879.hyelev,879.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1516\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1516\879.hyelev,879.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1518\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z11\1519\878.hyelev,878.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/verify_production_deployment.py; scripts/inspect_terrain_tile.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\data\terrain\bihar\z9\377\219.hyelev,219.hyelev,.hyelev,8490,F. MAP / GIS,"GIS mapping engine, spatial layers, or terrain mesh",scratch/production_smoke_test.py; scratch/validate_full_demo_flow.py; scratch/verify_production_deployment.py; static/data/terrain/bihar/manifest.json,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\static\hero\.gitkeep,.gitkeep,,0,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",.gitignore; models/connection.py; scripts/seed/restore_original_local_images.py,None,REVIEW,NO,NO
D:\HiddenYatra\static\hero\hero_001faa9431.webp,hero_001faa9431.webp,.webp,340128,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\static\hero\hero_1.png,hero_1.png,.png,943930,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scripts/seed/seed_demo_content.py,None,REVIEW,NO,NO
